link,holiday,title,author,rating,reviews,kindle price,paperback price,hardcover price,Reading age,Print length,Language,Grade level,Dimensions,Publisher,Publication date,ISBN-10,ISBN-13,Lexile measure,File size,Page Flip,Word Wise,Enhanced typesetting
https://www.amazon.com/Under-Christmas-Tree-Nikki-Grimes/dp/0688159990?keywords=Under+the+Christmas+Tree+by+Nikki+Grimes&qid=1638300699&s=books&sr=1-1&linkCode=li3&tag=thedsponit02-20&linkId=7f27f54a522da30a2883ebe0e4f285bb&language=en_US&ref_=as_li_ss_il,Christmas,Under the Christmas Tree,Nikki Grimes  (Author) Kadir Nelson (Author),4.6,10,,,67.17,6 - 8 years,32 pages,English,1 - 2,10 x 0.25 x 10 inches,HarperCollins,"October 1, 2002",0688159990,978-0688159993,,,,,
https://www.amazon.com/12-Days-Christmas-Choir/dp/0711245401?pd_rd_w=8mntK&pf_rd_p=c64372fa-c41c-422e-990d-9e034f73989b&pf_rd_r=RR5ZD0268AE0DDM01CM7&pd_rd_r=71c31216-2a8b-45c8-b76b-cbc31b700f93&pd_rd_wg=Tsfsd&pd_rd_i=0711245401&psc=1&linkCode=li3&tag=thedsponit02-20&linkId=47042412ca94171f041406f72fa2aa27&language=en_US&ref_=as_li_ss_il,Christmas,12 Days of Christmas (The Christmas Choir),Lara Hawthorne (Illustrator),4.7,146,11.74,,11.08,2 - 5 years,32 pages,English,Preschool - Kindergarten,8.8 x 0.5 x 10.85 inches,Frances Lincoln Children's Books,"October 6, 2020",0711245401,978-0711245402,,,,,
https://www.amazon.com/Jolly-Christmas-Postman-Allan-Ahlberg/dp/0316127159?keywords=The+Jolly+Christmas+Postman+by+Janet+and+Allan+Ahlberg&qid=1638301115&s=books&sr=1-3&linkCode=li3&tag=thedsponit02-20&linkId=bcfe64a4896fa75f38647acf58d4a953&language=en_US&ref_=as_li_ss_il,Christmas,The Jolly Christmas Postman,Allan Ahlberg  (Author) Janet Ahlberg  (Illustrator),4.9,4230,,,13.99,4 - 8 years,32 pages,English,Preschool - 3,9.25 x 0.75 x 8 inches,LB Kids,"September 1, 2001",0316127159,978-0316127158,NP0L,,,,
https://www.amazon.com/Nutcracker-New-York-City-Ballet/dp/1481458299?keywords=The+Nutcracker+by+New+York+City+Ballet&qid=1638301261&s=books&sr=1-1&linkCode=li3&tag=thedsponit02-20&linkId=91c633fbce21694e0c0b12b88230ca1d&language=en_US&ref_=as_li_ss_il,Christmas,The Nutcracker,"New York City Ballet (Author), Valeria Docampo  (Illustrator)",4.8,762,6.99,6.57,10.73,4 - 8 years,40 pages,English,Preschool - 3,9 x 0.4 x 11.25 inches,Little Simon,"September 20, 2016",1481458299,978-1481458290,AD1000L,,,,
https://www.amazon.com/Jan-Bretts-Nutcracker-Brett/dp/0593109821?_encoding=UTF8&qid=1638301861&sr=1-21&linkCode=li3&tag=thedsponit02-20&linkId=bc58e86a25309a2606fa9ce35f7081c2&language=en_US&ref_=as_li_ss_il,Christmas,Jan Brett's The Nutcracker,"Jan Brett  (Author, Illustrator)",4.8,102,10.99,,15.99,4 - 8 years,32 pages,English,Preschool - 3,11.63 x 0.41 x 9.63 inches,G.P. Putnam's Sons Books for Young Readers,"November 16, 2021",0593109821,978-0593109823,,,,,
https://www.amazon.com/How-Catch-Santa-Jean-Reagan/dp/0593301900?keywords=How+to+Catch+Santa+by+Jean+Reagan&qid=1638301506&s=books&sr=1-1&linkCode=li3&tag=thedsponit02-20&linkId=6c0552572c43c815f7393602ab15dce1&language=en_US&ref_=as_li_ss_il,Christmas,How to Catch Santa (How To Series),Jean Reagan  (Author) Lee Wildish  (Author),4.8,776,7.99,7.99,12.15,4 - 8 years,32 pages,English,Preschool - 3,8.5 x 0.15 x 10.94 inches,Dragonfly Books,"October 6, 2020",0593301900,978-0593301906,AD470L,,,,
https://www.amazon.com/Winston-Delivered-Christmas-Alex-Smith/dp/1684129834?pd_rd_w=QtG76&pf_rd_p=76a8f583-940d-4455-b2b8-92e3a4f45d0a&pf_rd_r=5J28MPAGSVSKTA1HSDTE&pd_rd_r=31b5106d-e098-4354-95a6-240cfc682201&pd_rd_wg=sH1Ui&pd_rd_i=1684129834&psc=1&linkCode=li3&tag=thedsponit02-20&linkId=b216fdd5704fffd01dd5abf473329ff2&language=en_US&ref_=as_li_ss_il,Christmas,How Winston Delivered Christmas,Alex T. Smith  (Author),4.8,1347,,29.25,11.99,6 - 8 years,176 pages,English,1 - 3,8.25 x 0.9 x 10.35 inches,Silver Dolphin Books,"September 17, 2019",1684129834,978-1684129836,,,,,
https://www.amazon.com/Willowbys-Christmas-Tree-Robert-Barry/dp/0385327218?keywords=Mr.+Willowby%27s+Christmas+Tree&qid=1638368987&sr=8-2&linkCode=li3&tag=thedsponit02-20&linkId=6c355a658f770450bce0b40a0664ba9f&language=en_US&ref_=as_li_ss_il,Christmas,Mr. Willowby's Christmas Tree,Robert Barry (Author),4.9,1924,4.99,14.95,7.99,3 - 7 years,32 pages,English,Preschool - 2,8.63 x 0.34 x 11.13 inches,Doubleday Books for Young Readers,"October 17, 2000",9780385327213,978-0385327213,660L,,,,
https://www.amazon.com/gp/product/0976336952/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0976336952&linkCode=as2&tag=thedsponit02-20&linkId=5OC33GIFLUPOBZAH,Christmas,Donkey's Christmas Song,Nancy Tafuri  (Author),4.8,26,,5.9,6.85,,32 pages,,,,Duck Pond Press,"January 1, 2014",0976336952,978-0976336952,,,,,
https://www.amazon.com/gp/product/0449816818/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0449816818&linkCode=as2&tag=thedsponit02-20&linkId=KC6XHRGD5JSM6K4Q,Christmas,The Christmas Wish (A Wish Book),Lori Evert  (Author) Per Breiehagen  (Illustrator),4.8,1375,8.99,,12.17,3 - 7 years,48 pages,English,Preschool - 2,9.38 x 0.43 x 12.31 inches,Random House Books for Young Readers,"September 10, 2013",0449816818,978-0449816813,AD720L,,,,
https://www.amazon.com/gp/product/0385379218/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0385379218&linkCode=as2&tag=thedsponit02-20&linkId=ZLLCIWSPJSDELPML,Christmas,The Reindeer Wish (A Wish Book),Lori Evert  (Author) Per Breiehagen  (Illustrator),4.9,258,8.99,,9.93,3 - 7 years,48 pages,English,Preschool - 2,9.44 x 0.43 x 12.31 inches,Random House Books for Young Readers,"October 6, 2015",0385379218,978-0385379212,AD760L,,,,
https://www.amazon.com/gp/product/0688162673/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0688162673&linkCode=as2&tag=thedsponit02-20&linkId=5MXLLOPCJOEZ3SV4,Christmas,Christmas Day in the Morning,Pearl S Buck  (Author) Mark Buehner (Illustrator),4.8,576,,,12.4,4 - 8 years,40 pages,English,Preschool - 3,8.5 x 0.35 x 11 inches,HarperCollins,"October 1, 2002",0688162673,978-0688162672,AD770L,,,,
https://www.amazon.com/gp/product/9888240552/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=9888240552&linkCode=as2&tag=thedsponit02-20&linkId=CVOXLTGAGB5EHOH6,Christmas,The Message of the Birds,Kate Westerlund  (Author) Feridun Oral (Illustrator),4.5,139,9.99,,15.29,3 - 5 years,32 pages,English,Preschool - Kindergarten,10 x 0.35 x 10 inches,mineditionUS,"November 1, 2013",9888240552,978-9888240555,AD630L,,,,
https://www.amazon.com/gp/product/0763678228/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0763678228&linkCode=as2&tag=thedsponit02-20&linkId=KKKQZ4Y7BCMF7ZTV,Christmas,The Christmas Miracle of Jonathan Toomey,Susan Wojciechowski  (Author) P.J. Lynch  (Illustrator),4.9,1123,0.99,12.58,16.19,6 - 9 years,40 pages,English,1 - 4,11.44 x 0.38 x 10.31 inches,Candlewick,"September 8, 2015",0763678228,978-0763678227,,,,,
https://www.amazon.com/gp/product/0375869220/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0375869220&linkCode=as2&tag=thedsponit02-20&linkId=WMAINBLUPVQOKAUM,Christmas,The Carpenter's Gift: A Christmas Tale about the Rockefeller Center Tree,David Rubel  (Author) Jim LaMarche (Illustrator),4.8,425,5.99,,16.19,5 - 9 years,48 pages,English,Kindergarten - 4,8.88 x 0.35 x 11.81 inches,Random House Books for Young Readers,"September 27, 2011",0375869220,978-0375869228,AD740L,,,,
https://www.amazon.com/Pick-Pine-Tree-Patricia-Toht/dp/0763695718?pd_rd_w=CekQS&pf_rd_p=c64372fa-c41c-422e-990d-9e034f73989b&pf_rd_r=KPGYY1FPB4XQA47KZ4WW&pd_rd_r=3c87ef1a-b774-4020-a806-804476ce04ef&pd_rd_wg=A6lkW&pd_rd_i=0763695718&psc=1&linkCode=li3&tag=thedsponit02-20&linkId=8639f05412d368200ab4f51c412f312c&language=en_US&ref_=as_li_ss_il,Christmas,Pick a Pine Tree,Patricia Toht  (Author) Jarvis  (Illustrator),4.9,1892,,13.24,16.19,3 - 7 years,40 pages,English,Preschool - 2,10.06 x 0.34 x 11 inches,Candlewick,"September 19, 2017",0763695718,978-0763695712,,,,,
https://www.amazon.com/gp/product/0544105095/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0544105095&linkCode=as2&tag=thedsponit02-20&linkId=6AKCLH4AO6OOC5FO,Christmas,Christmas Farm,Mary Lyn Ray  (Author) Barry Root (Illustrator),4.8,338,,7.99,32.09,4 - 7 years,40 pages,English,Preschool - 3,11 x 0.12 x 8.5 inches,Clarion Books,"October 8, 2013",0544105095,978-0544105096,,,,,
https://www.amazon.com/Simple-Christmas-Farm-Phyllis-Alsdurf/dp/1506471366?keywords=A+Simple+Christmas+on+the+Farm+by+Phyllis+Alsdurf&qid=1638299726&sr=8-1&linkCode=li3&tag=thedsponit02-20&linkId=2603bf52b6933fa6f6a19da035b348a5&language=en_US&ref_=as_li_ss_il,Christmas,A Simple Christmas on the Farm,Phyllis Alsdurf  (Author) Lisa Hunt (Illustrator),4.9,41,10.99,,15.19,4 - 8 years,40 pages,English,Preschool - 3,10.25 x 0.25 x 10.25 inches,Beaming Books,"September 28, 2021",1506471366,978-1506471365,,,,,
https://www.amazon.com/Dasher-Little-Changed-Christmas-Forever/dp/1536201375?keywords=Dasher%3A+How+a+Brave+Little+Doe+Changed+Christmas+Forever+by+Matt+Tavares&qid=1638300119&sr=8-1&linkCode=li3&tag=thedsponit02-20&linkId=0853c8b91d616de594b783e614daaee8&language=en_US&ref_=as_li_ss_il,Christmas,Dasher: How a Brave Little Doe Changed Christmas Forever,"Matt Tavares  (Author, Illustrator)",4.8,3093,1.99,14.99,10.45,4 - 8 years,40 pages,English,Preschool - 3,11.06 x 0.38 x 9.75 inches,Candlewick,"September 10, 2019",1536201375,978-1536201376,590L,,,,
https://www.amazon.com/gp/product/0061344990/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0061344990&linkCode=as2&tag=thedsponit02-20&linkId=B7YMXYNGCHVDI65D,Christmas,"Merry Christmas, Mouse! (If You Give...)",Laura Numeroff  (Author) Felicia Bond (Illustrator),4.7,718,,7.04,,Baby - 4 years,24 pages,English,,6.5 x 0.5 x 6.75 inches,HarperCollins,"September 17, 2019",9780061344992,978-0061344992,AD180L,,,,
https://www.amazon.com/gp/product/0451469801/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0451469801&linkCode=as2&tag=thedsponit02-20&linkId=FUA2TQKCFH43JXJZ,Christmas,Llama Llama Jingle Bells,"Anna Dewdney  (Author, Illustrator)",4.8,3099,5.99,5.68,21.33,Baby - 3 years,14 pages,English,,7 x 0.33 x 7 inches,Viking Books for Young Readers,"October 21, 2014",0451469801,978-0451469809,AD350L,,,,
https://www.amazon.com/gp/product/0545121191/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0545121191&linkCode=as2&tag=thedsponit02-20&linkId=O5VQFIYM2N32BHQO,Christmas,The Biggest Christmas Tree Ever,Steven Kroll  (Author) Jeni Bassett (Illustrator),4.8,314,2.99,4.99,5.99,4 - 8 years,32 pages,English,Preschool - 3,6.04 x 0.36 x 7.8 inches,Cartwheel Books,"September 1, 2009",0545121191,978-0545121194,AD590L,,,,
https://www.amazon.com/gp/product/0307988295/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0307988295&linkCode=as2&tag=thedsponit02-20&linkId=GT2S54ZNIZMYAASJ,Christmas,Rudolph the Red-Nosed Reindeer (Rudolph the Red-Nosed Reindeer) (Little Golden Book),Rick Bunsen  (Author) Golden Books (Illustrator),4.8,3066,,15.99,3.98,2 - 5 years,24 pages,English,1 - Kindergarten,6.63 x 0.18 x 8.06 inches,Golden Books,"August 1, 2000",0307988295,978-0307988294,,,,,
https://www.amazon.com/gp/product/0307960382/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0307960382&linkCode=as2&tag=thedsponit02-20&linkId=YBNYBWD7IGANT4RF,Christmas,Frosty the Snowman (Frosty the Snowman) (Little Golden Book),Diane Muldrow  (Author) Golden Books (Illustrator),4.8,2031,4.99,10.99,3.98,2 - 5 years,24 pages,English,1 - Kindergarten,6.63 x 0.21 x 8 inches,Golden Books,"September 4, 2001",0307960382,978-0307960382,,,,,
https://www.amazon.com/gp/product/030711886X/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=030711886X&linkCode=as2&tag=thedsponit02-20&linkId=YYE6IQURIEC4SK57,Christmas,Merry Christmas Mom and Dad (A Golden Look-Look Book),Mercer Mayer  (Author),4.8,1777,,4.99,,3 - 7 years,24 pages,English,Preschool - 2,7.6 x 7.8 x 0.2 inches,Random House Books for Young Readers,"September 10, 1999",030711886X,978-0307118868,,,,,
https://www.amazon.com/gp/product/0448421917/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0448421917&linkCode=as2&tag=thedsponit02-20&linkId=YU6DBC5DU6BWI6OH,Christmas,Corduroy's Christmas Surprise,Don Freeman  (Author) Lisa McCue (Illustrator),4.8,665,,16.98,9.95,4 - 8 years,32 pages,English,Preschool - 3,8 x 0.11 x 8 inches,Grosset & Dunlap,"September 25, 2000",0448421917,978-0448421919,AD580L,,,,
https://www.amazon.com/gp/product/0374301123/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0374301123&linkCode=as2&tag=thedsponit02-20&linkId=ZRGGSO7ZBRBQKWI5,Christmas,Tractor Mac Saves Christmas,Billy Steers  (Author),4.9,416,8.99,11.85,8.99,2 - 5 years,32 pages,English,Preschool - 2,8.06 x 0.32 x 8.33 inches,"Farrar, Straus and Giroux (BYR)","September 8, 2015",0374301123,978-0374301125,,,,,
https://www.amazon.com/gp/product/0399163956/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0399163956&linkCode=as2&tag=thedsponit02-20&linkId=GO3HRR7TY3K5KDWQ,Christmas,An Otis Christmas,"Loren Long  (Author, Illustrator)",4.9,353,10.99,8.99,11.87,3 - 7 years,40 pages,English,Preschool - 2,11.32 x 0.44 x 10.81 inches,Philomel Books,"October 22, 2013",0399163956,978-0399163951,AD650L,,,,
https://www.amazon.com/gp/product/0544320417/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0544320417&linkCode=as2&tag=thedsponit02-20&linkId=YBNQF7RLBES2QSGV,Christmas,Little Blue Truck's Christmas,Alice Schertle  (Author) Jill McElmurry  (Illustrator),4.8,12459,0.0,10.56,28.3,Baby - 3 years,24 pages,English,,9 x 0.77 x 8.13 inches,Clarion Books,"September 23, 2014",0544320417,978-0544320413,,,,,
https://www.amazon.com/gp/product/054521596X/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=054521596X&linkCode=as2&tag=thedsponit02-20&linkId=MLEKT5FPGJ4PX2A2,Christmas,Clifford's Christmas (Classic Storybook),Norman Bridwell  (Author),4.9,736,1.99,25.0,,3 - 5 years,32 pages,English,Preschool - Kindergarten,7.8 x 0.3 x 7.8 inches,Cartwheel,"September 1, 2011",054521596X,978-0545215961,,,,,
https://www.amazon.com/gp/product/0060094702/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0060094702&linkCode=as2&tag=thedsponit02-20&linkId=PTR5EZ4PDAD4DFNG,Christmas,Biscuit's Pet & Play Christmas: A Touch & Feel Book,"Alyssa Satin Capucilli  (Author) Pat Schories (Illustrator), Mary O'Keefe Young  (Illustrator)",4.9,220,,6.7,11.77,Baby - 4 years,12 pages,English,,6.96 x 0.55 x 6.9 inches,HarperFestival,"September 26, 2006",0060094702,978-0060094706,,,,,
https://www.amazon.com/gp/product/1416958967/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1416958967&linkCode=as2&tag=thedsponit02-20&linkId=65M7JPOIUAB3LBK3,Christmas,Bear Stays Up for Christmas (The Bear Books),Karma Wilson  (Author) Jane Chapman  (Illustrator),4.9,4175,0.0,7.99,6.99,2 - 8 years,40 pages,English,Preschool - 3,8 x 0.4 x 7.25 inches,Margaret K. McElderry Books,"October 7, 2008",1416958967,978-1416958963,AD520L,,,,
https://www.amazon.com/gp/product/1442496738/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1442496738&linkCode=as2&tag=thedsponit02-20&linkId=O4PHCELEMDISORBH,Christmas,"Click, Clack, Ho! Ho! Ho! (A Click Clack Book)",Doreen Cronin  (Author) Betsy Lewin (Illustrator),4.8,184,10.99,14.99,10.19,4 - 8 years,40 pages,English,Preschool - 2,7.75 x 0.4 x 10 inches,Atheneum Books for Young Readers,"September 22, 2015",1442496738,978-1442496736,230L,,,,
https://www.amazon.com/gp/product/1484724682/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1484724682&linkCode=as2&tag=thedsponit02-20&linkId=HZH3ZY5UDLLG3AMW,Christmas,Frozen Olaf's Night Before Christmas Book & CD,"Disney Book Group (Author), Disney Storybook Art Team (Illustrator)",4.8,1372,0.0,6.99,8.93,6 - 8 years,32 pages,English,1 - 3,9.95 x 0.5 x 10.55 inches,Disney Press,"September 15, 2015",1484724682,978-1484724682,AD630L,,,,
https://www.amazon.com/gp/product/1423184505/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1423184505&linkCode=as2&tag=thedsponit02-20&linkId=DBEDHVZDDYDWFLPO,Christmas,Disney Christmas Storybook Collection,"Elle D. Risco (Author), Calliope Glass  (Author) Disney Storybook Art Team (Illustrator)",4.7,781,3.99,,12.0,3 - 5 years,304 pages,English,Preschool - Kindergarten,9.13 x 0.75 x 9.5 inches,Disney Press,"September 9, 2014",1423184505,978-1423184508,AD600L,,,,
https://www.amazon.com/gp/product/0374355495/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0374355495&linkCode=as2&tag=thedsponit02-20&linkId=POFQGYQG5XVKZKTS,Christmas,The Not Very Merry Pout-Pout Fish (A Pout-Pout Fish Adventure),Deborah Diesen  (Author) Dan Hanna  (Illustrator),4.7,1854,0.0,6.97,11.09,2 - 6 years,32 pages,English,Preschool - 1,10.16 x 0.47 x 10.44 inches,"Farrar, Straus and Giroux (BYR)","September 8, 2015",0374355495,978-0374355494,AD630L,,,,
https://www.amazon.com/gp/product/1484706986/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1484706986&linkCode=as2&tag=thedsponit02-20&linkId=4VVUXLT5VJ2FCFVX,Christmas,Doc McStuffins A Very McStuffins Christmas,"Disney Books (Author), Sheila Sweeny Higginson  (Author) Disney Storybook Art Team (Illustrator)",4.7,154,2.99,6.21,,3 - 5 years,24 pages,English,Preschool - Kindergarten,8.13 x 0.13 x 8 inches,Disney Press,"September 16, 2014",1484706986,978-1484706985,AD630L,,,,
https://www.amazon.com/gp/product/1589256174/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1589256174&linkCode=as2&tag=thedsponit02-20&linkId=OPTHDXZVOMVIHN6K,Christmas,The Very Snowy Christmas,"Diana Hendry (Author), Jane Chapman  (Illustrator)",4.6,47,12.99,8.95,7.05,2 - 5 years,16 pages,English,,8 x 0.77 x 8 inches,Tiger Tales,"September 3, 2013",9781589256170,978-1589256170,AD460L,,,,
https://www.amazon.com/gp/product/1442494468/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1442494468&linkCode=as2&tag=thedsponit02-20&linkId=JY7YTTNXGCQ6OAWH,Christmas,Olivia Helps with Christmas (Classic Board Books),"Ian Falconer  (Author, Illustrator)",4.8,548,6.99,5.69,13.99,3 - 7 years,40 pages,English,Preschool - 2,6.25 x 1.1 x 8.25 inches,Atheneum Books for Young Readers,"October 1, 2013",9781442494466,978-1442494466,AD410L,,,,
https://www.amazon.com/gp/product/054776054X/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=054776054X&linkCode=as2&tag=thedsponit02-20&linkId=RWUSA5Q6SNPKHEIZ,Christmas,"Merry Christmas, Curious George","H. A. Rey  (Author) Catherine Hapka (Author), Mary O'Keefe Young  (Illustrator)",4.9,640,4.49,5.99,8.98,4 - 8 years,32 pages,English,Preschool - Kindergarten,10 x 0.13 x 10 inches,HMH Books for Young Readers,"October 9, 2006",054776054X,978-0547760544,AD540L,,,,
https://www.amazon.com/gp/product/0670011614/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0670011614&linkCode=as2&tag=thedsponit02-20&linkId=IYOK7DFGIN2225KH,Christmas,Llama Llama Holiday Drama,Anna Dewdney  (Author),4.8,1426,10.99,8.38,10.68,2 - 5 years,40 pages,English,,10.38 x 0.38 x 10.56 inches,Viking Books for Young Readers,"October 19, 2010",0670011614,978-0670011612,,,,,
https://www.amazon.com/gp/product/0061235903/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0061235903&linkCode=as2&tag=thedsponit02-20&linkId=ZLEP2CS6VVNLKAMV,Christmas,Splendiferous Christmas (Fancy Nancy),Jane O'Connor  (Author) Robin Preiss Glasser (Illustrator),4.9,1034,1.99,10.32,10.29,4 - 8 years,32 pages,English,Preschool - 2,9 x 0.38 x 11 inches,HarperCollins,"August 23, 2011",0061235903,978-0061235900,AD540L,,,,
https://www.amazon.com/gp/product/054514311X/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=054514311X&linkCode=as2&tag=thedsponit02-20&linkId=FXLIZ7HDCVSAPQ5D,Christmas,"It's Christmas, David! (David Books [Shannon])","David Shannon  (Author, Illustrator)",4.8,946,10.99,11.49,17.72,3 - 7 years,32 pages,English,Preschool - 3,8.75 x 0.75 x 11 inches,The Blue Sky Press,"September 1, 2010",054514311X,978-0545143110,AD300L,,,,
https://www.amazon.com/Here-Comes-Santa-Deborah-Underwood/dp/0425287955?keywords=Here+Comes+Santa%E2%80%99s+Cat+by+Debra+Underwood&qid=1638299661&sr=8-1&linkCode=li3&tag=thedsponit02-20&linkId=341069c0d4f7ca8e7603bf0c758ff225&language=en_US&ref_=as_li_ss_il,Christmas,Here Comes Santa Cat,Deborah Underwood  (Author) Claudia Rueda  (Illustrator),4.7,105,8.99,7.99,4.24,3 - 5 years,88 pages,English,,8 x 0.27 x 7 inches,Puffin Books,"October 4, 2016",0425287955,978-0425287958,450L,,,,
https://www.amazon.com/Crayons-Christmas-Drew-Daywalt/dp/0525515747?keywords=Christmas+Farm+by+Mary+Lyn+Ray&qid=1638299924&sr=8-11&linkCode=li3&tag=thedsponit02-20&linkId=8f24042bab6597ac5254efea61fc919b&language=en_US&ref_=as_li_ss_il,Christmas,The Crayons' Christmas,Drew Daywalt  (Author) Oliver Jeffers (Illustrator),4.8,3285,,,12.6,3 - 7 years,52 pages,English,Preschool - 2,9.31 x 0.71 x 8.06 inches,Penguin Workshop,"October 15, 2019",0525515747,978-0525515746,580L,,,,
https://www.amazon.com/Construction-Christmas-Sherri-Duskey-Rinker/dp/1452139113?keywords=Construction+Site+on+Christmas+Night+by+Sherri+Duskey+Rinker&qid=1638301362&s=books&sr=1-1&linkCode=li3&tag=thedsponit02-20&linkId=58967bc0e0541314b87ff1fc2856b8ce&language=en_US&ref_=as_li_ss_il,Christmas,"Construction Site on Christmas Night: (Christmas Book for Kids, Children's Book, Holiday Picture Book) (Goodnight, Goodnight Construction Site)",Sherri Duskey Rinker  (Author) AG Ford  (Illustrator),4.9,5431,0.0,,8.49,3 - 5 years,40 pages,English,Preschool - Kindergarten,9.95 x 0.45 x 10.4 inches,Chronicle Books,"October 16, 2018",9781452139111,978-1452139111,AD590L,,,,
https://www.amazon.com/gp/product/0307989135/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0307989135&linkCode=as2&tag=thedsponit02-20&linkId=MVTPLSZWJH7CXOEA,Christmas,The Christmas Story,Jane Werner Watson  (Author) Eloise Wilkin (Illustrator),4.8,2141,3.99,9.49,3.98,2 - 5 years,24 pages,English,,6.63 x 0.19 x 8 inches,Golden Books,"January 1, 1999",0307989135,978-0307989130,,,,,
https://www.amazon.com/gp/product/0375839232/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0375839232&linkCode=as2&tag=thedsponit02-20&linkId=HN4M644IG7VGM7FS,Christmas,The Animals' Christmas Eve (Little Golden Book),Gale Wiersum  (Author) Alexandra Steele-Morgan (Illustrator),4.8,371,4.99,,3.98,2 - 5 years,24 pages,English,,6.63 x 0.19 x 8.06 inches,Golden Books,"August 14, 2007",0375839232,978-0375839238,,,,,
https://www.amazon.com/gp/product/1400071755/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1400071755&linkCode=as2&tag=thedsponit02-20&linkId=IOQXZADY2V36MUGT,Christmas,God Gave Us Christmas (God Gave Us Series),Lisa Tawn Bergren  (Author) David Hohn  (Illustrator),4.9,2367,6.99,6.99,9.89,3 - 7 years,40 pages,English,Preschool - 2,9 x 0.3 x 9 inches,WaterBrook,"October 10, 2006",1400071755,978-1400071753,,,,,
https://www.amazon.com/gp/product/141692518X/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=141692518X&linkCode=as2&tag=thedsponit02-20&linkId=4WUVOUMCK3D3JEF2,Christmas,Room for a Little One: A Christmas Tale,Martin Waddell  (Author) Jason Cockcroft  (Illustrator),4.8,1114,,7.59,10.25,2 - 8 years,32 pages,English,Preschool - 3,8 x 0.4 x 8.9 inches,Margaret K. McElderry Books,"October 3, 2006",141692518X,978-1416925187,,,,,
https://www.amazon.com/gp/product/1400323991/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1400323991&linkCode=as2&tag=thedsponit02-20&linkId=MGB6Q3SDAOWG5HED,Christmas,God Bless Our Christmas (A God Bless Book),"Hannah Hall (Author), Steve Whitlow (Illustrator)",4.9,146,4.49,8.98,28.24,Baby - 4 years,20 pages,English,,8 x 0.69 x 8 inches,Thomas Nelson,"October 14, 2014",1400323991,978-1400323999,AD480L,,,,
https://www.amazon.com/gp/product/1589255968/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1589255968&linkCode=as2&tag=thedsponit02-20&linkId=DH723ZWXDXSRMSXI,Christmas,A Christmas Prayer,Tiger Tales  (Author) Sanja Rescek  (Illustrator),4.9,12,,3.68,21.75,2 - 5 years,22 pages,English,,8 x 0.75 x 8.06 inches,Tiger Tales,"September 2, 2014",1589255968,978-1589255968,AD550L,,,,
